rank, configurations,google pixel format, model format, energy_efficiency estimated
236,022202-2-0,[0- 2- 2- 2- 0- 2- 2- 0],1-0-1-1-1-0-1-2-0,14529488652.592125
237,030333-3-2,[0- 3- 0- 3- 3- 3- 3- 2],2-0-1-0-1-1-1-3-2,14528177509.115849
238,202202-3-3,[2- 0- 2- 2- 0- 2- 3- 3],1-1-0-1-1-0-1-3-3,14526964564.147627
239,020222-3-1,[0- 2- 0- 2- 2- 2- 3- 1],1-0-1-0-1-1-1-3-1,14521079558.499674
240,202220-2-1,[2- 0- 2- 2- 2- 0- 2- 1],1-1-0-1-1-1-0-2-1,14518879623.159878
241,000010-2-2,[0- 0- 0- 0- 1- 0- 2- 2],0-0-0-0-0-1-0-2-2,14516219427.907314
242,110111-2-1,[1- 1- 0- 1- 1- 1- 2- 1],0-1-1-0-1-1-1-2-1,14516181205.356289
243,011111-2-2,[0- 1- 1- 1- 1- 1- 2- 2],0-0-1-1-1-1-1-2-2,14510996136.17216
244,022222-0-1,[0- 2- 2- 2- 2- 2- 0- 1],1-0-1-1-1-1-1-0-1,14508622531.741447
245,303003-2-1,[3- 0- 3- 0- 0- 3- 2- 1],2-1-0-1-0-0-1-2-1,14507919984.445599
246,303303-3-2,[3- 0- 3- 3- 0- 3- 3- 2],2-1-0-1-1-0-1-3-2,14503470176.45602
247,033303-3-2,[0- 3- 3- 3- 0- 3- 3- 2],2-0-1-1-1-0-1-3-2,14503048321.86951
248,000022-2-2,[0- 0- 0- 0- 2- 2- 2- 2],1-0-0-0-0-1-1-2-2,14502960349.509653
249,300333-2-3,[3- 0- 0- 3- 3- 3- 2- 3],2-1-0-0-1-1-1-2-3,14500087047.911808
250,111110-2-2,[1- 1- 1- 1- 1- 0- 2- 2],0-1-1-1-1-1-0-2-2,14499188292.709467
251,330033-3-0,[3- 3- 0- 0- 3- 3- 3- 0],2-1-1-0-0-1-1-3-0,14492947609.117289
252,220002-2-2,[2- 2- 0- 0- 0- 2- 2- 2],1-1-1-0-0-0-1-2-2,14492590876.691124
253,030033-2-2,[0- 3- 0- 0- 3- 3- 2- 2],2-0-1-0-0-1-1-2-2,14491460408.550198
254,333303-0-1,[3- 3- 3- 3- 0- 3- 0- 1],2-1-1-1-1-0-1-0-1,14491224669.257595
255,022220-2-1,[0- 2- 2- 2- 2- 0- 2- 1],1-0-1-1-1-1-0-2-1,14490458134.642406
256,220202-1-2,[2- 2- 0- 2- 0- 2- 1- 2],1-1-1-0-1-0-1-1-2,14475976797.955898
257,000110-2-2,[0- 0- 0- 1- 1- 0- 2- 2],0-0-0-0-1-1-0-2-2,14466801826.073296
258,330303-1-1,[3- 3- 0- 3- 0- 3- 1- 1],2-1-1-0-1-0-1-1-1,14465960637.364788
259,033033-3-1,[0- 3- 3- 0- 3- 3- 3- 1],2-0-1-1-0-1-1-3-1,14464700768.000298
260,022222-3-3,[0- 2- 2- 2- 2- 2- 3- 3],1-0-1-1-1-1-1-3-3,14462812418.107914
261,303333-3-0,[3- 0- 3- 3- 3- 3- 3- 0],2-1-0-1-1-1-1-3-0,14462575233.827282
262,202022-1-1,[2- 0- 2- 0- 2- 2- 1- 1],1-1-0-1-0-1-1-1-1,14461913277.066181
263,222202-3-0,[2- 2- 2- 2- 0- 2- 3- 0],1-1-1-1-1-0-1-3-0,14459223054.146955
264,200202-2-2,[2- 0- 0- 2- 0- 2- 2- 2],1-1-0-0-1-0-1-2-2,14458723133.737133
265,000333-2-2,[0- 0- 0- 3- 3- 3- 2- 2],2-0-0-0-1-1-1-2-2,14458044730.952463
266,202202-3-2,[2- 0- 2- 2- 0- 2- 3- 2],1-1-0-1-1-0-1-3-2,14457347212.829323
267,022202-3-3,[0- 2- 2- 2- 0- 2- 3- 3],1-0-1-1-1-0-1-3-3,14454798208.670555
268,333333-1-3,[3- 3- 3- 3- 3- 3- 1- 3],2-1-1-1-1-1-1-1-3,14454781423.295506
269,011111-1-1,[0- 1- 1- 1- 1- 1- 1- 1],0-0-1-1-1-1-1-1-1,14454701246.191307
270,100110-2-2,[1- 0- 0- 1- 1- 0- 2- 2],0-1-0-0-1-1-0-2-2,14451592914.117456
271,011011-2-1,[0- 1- 1- 0- 1- 1- 2- 1],0-0-1-1-0-1-1-2-1,14451468940.982038
272,220202-2-0,[2- 2- 0- 2- 0- 2- 2- 0],1-1-1-0-1-0-1-2-0,14449014372.547707
273,200222-2-0,[2- 0- 0- 2- 2- 2- 2- 0],1-1-0-0-1-1-1-2-0,14444121544.543781
274,222200-2-1,[2- 2- 2- 2- 0- 0- 2- 1],1-1-1-1-1-0-0-2-1,14441630501.40118
275,022022-3-2,[0- 2- 2- 0- 2- 2- 3- 2],1-0-1-1-0-1-1-3-2,14437857475.455105
276,303303-2-3,[3- 0- 3- 3- 0- 3- 2- 3],2-1-0-1-1-0-1-2-3,14437040583.926624
277,002220-2-2,[0- 0- 2- 2- 2- 0- 2- 2],1-0-0-1-1-1-0-2-2,14435567494.022274
278,202022-2-0,[2- 0- 2- 0- 2- 2- 2- 0],1-1-0-1-0-1-1-2-0,14434128750.55576
279,022220-2-2,[0- 2- 2- 2- 2- 0- 2- 2],1-0-1-1-1-1-0-2-2,14430552904.952341
280,011111-1-2,[0- 1- 1- 1- 1- 1- 1- 2],0-0-1-1-1-1-1-1-2,14430435699.310696
281,220022-3-0,[2- 2- 0- 0- 2- 2- 3- 0],1-1-1-0-0-1-1-3-0,14428122097.097256
282,011101-2-1,[0- 1- 1- 1- 0- 1- 2- 1],0-0-1-1-1-0-1-2-1,14424790053.24838
283,303330-2-2,[3- 0- 3- 3- 3- 0- 2- 2],2-1-0-1-1-1-0-2-2,14420626800.483242
284,202002-2-2,[2- 0- 2- 0- 0- 2- 2- 2],1-1-0-1-0-0-1-2-2,14417934514.146328
285,303033-2-0,[3- 0- 3- 0- 3- 3- 2- 0],2-1-0-1-0-1-1-2-0,14416840302.926388
286,303303-1-1,[3- 0- 3- 3- 0- 3- 1- 1],2-1-0-1-1-0-1-1-1,14416718913.535595
287,222020-2-1,[2- 2- 2- 0- 2- 0- 2- 1],1-1-1-1-0-1-0-2-1,14413903993.453442
288,333003-3-3,[3- 3- 3- 0- 0- 3- 3- 3],2-1-1-1-0-0-1-3-3,14412517056.020872
289,222002-1-2,[2- 2- 2- 0- 0- 2- 1- 2],1-1-1-1-0-0-1-1-2,14410468726.051662
290,011011-2-2,[0- 1- 1- 0- 1- 1- 2- 2],0-0-1-1-0-1-1-2-2,14401828411.605934
291,222202-0-2,[2- 2- 2- 2- 0- 2- 0- 2],1-1-1-1-1-0-1-0-2,14395748406.418713
292,333003-2-0,[3- 3- 3- 0- 0- 3- 2- 0],2-1-1-1-0-0-1-2-0,14395033346.85287
293,220022-3-2,[2- 2- 0- 0- 2- 2- 3- 2],1-1-1-0-0-1-1-3-2,14392256595.116451
294,300333-3-3,[3- 0- 0- 3- 3- 3- 3- 3],2-1-0-0-1-1-1-3-3,14387143347.297619
295,220222-0-2,[2- 2- 0- 2- 2- 2- 0- 2],1-1-1-0-1-1-1-0-2,14385346070.587337
296,030333-2-3,[0- 3- 0- 3- 3- 3- 2- 3],2-0-1-0-1-1-1-2-3,14382027953.75704
297,333003-3-2,[3- 3- 3- 0- 0- 3- 3- 2],2-1-1-1-0-0-1-3-2,14377834706.45493
298,222002-3-1,[2- 2- 2- 0- 0- 2- 3- 1],1-1-1-1-0-0-1-3-1,14374883336.405909
299,101110-2-1,[1- 0- 1- 1- 1- 0- 2- 1],0-1-0-1-1-1-0-2-1,14373741355.3386
300,000022-2-1,[0- 0- 0- 0- 2- 2- 2- 1],1-0-0-0-0-1-1-2-1,14373734699.217236
301,030333-3-3,[0- 3- 0- 3- 3- 3- 3- 3],2-0-1-0-1-1-1-3-3,14365934677.152067
302,330033-3-2,[3- 3- 0- 0- 3- 3- 3- 2],2-1-1-0-0-1-1-3-2,14359641416.41486
303,200222-2-3,[2- 0- 0- 2- 2- 2- 2- 3],1-1-0-0-1-1-1-2-3,14348710976.510838
304,202202-1-2,[2- 0- 2- 2- 0- 2- 1- 2],1-1-0-1-1-0-1-1-2,14348123149.52589
305,002222-2-0,[0- 0- 2- 2- 2- 2- 2- 0],1-0-0-1-1-1-1-2-0,14346872416.018635
306,003333-2-3,[0- 0- 3- 3- 3- 3- 2- 3],2-0-0-1-1-1-1-2-3,14345906802.480656
307,011101-2-2,[0- 1- 1- 1- 0- 1- 2- 2],0-0-1-1-1-0-1-2-2,14340421243.078072
308,202022-1-2,[2- 0- 2- 0- 2- 2- 1- 2],1-1-0-1-0-1-1-1-2,14339846798.802258
309,300333-3-2,[3- 0- 0- 3- 3- 3- 3- 2],2-1-0-0-1-1-1-3-2,14336692064.955715
310,303003-2-2,[3- 0- 3- 0- 0- 3- 2- 2],2-1-0-1-0-0-1-2-2,14335063862.394403
311,020222-3-2,[0- 2- 0- 2- 2- 2- 3- 2],1-0-1-0-1-1-1-3-2,14334794100.231724
312,020222-3-0,[0- 2- 0- 2- 2- 2- 3- 0],1-0-1-0-1-1-1-3-0,14328306508.135052
313,222022-1-0,[2- 2- 2- 0- 2- 2- 1- 0],1-1-1-1-0-1-1-1-0,14326617228.175648
314,220220-2-2,[2- 2- 0- 2- 2- 0- 2- 2],1-1-1-0-1-1-0-2-2,14326611225.5729
315,022022-3-0,[0- 2- 2- 0- 2- 2- 3- 0],1-0-1-1-0-1-1-3-0,14324339402.183636
316,033303-3-1,[0- 3- 3- 3- 0- 3- 3- 1],2-0-1-1-1-0-1-3-1,14321193939.605537
317,033033-3-2,[0- 3- 3- 0- 3- 3- 3- 2],2-0-1-1-0-1-1-3-2,14319177875.022373
318,110111-2-2,[1- 1- 0- 1- 1- 1- 2- 2],0-1-1-0-1-1-1-2-2,14316700643.478586
319,222022-0-1,[2- 2- 2- 0- 2- 2- 0- 1],1-1-1-1-0-1-1-0-1,14311608026.101143
320,222022-0-2,[2- 2- 2- 0- 2- 2- 0- 2],1-1-1-1-0-1-1-0-2,14311386735.083263
321,303033-1-1,[3- 0- 3- 0- 3- 3- 1- 1],2-1-0-1-0-1-1-1-1,14310488397.748928
322,020222-2-3,[0- 2- 0- 2- 2- 2- 2- 3],1-0-1-0-1-1-1-2-3,14309366277.68821
323,220022-2-3,[2- 2- 0- 0- 2- 2- 2- 3],1-1-1-0-0-1-1-2-3,14308713160.30989
324,001010-2-2,[0- 0- 1- 0- 1- 0- 2- 2],0-0-0-1-0-1-0-2-2,14306424410.955055
325,003033-2-1,[0- 0- 3- 0- 3- 3- 2- 1],2-0-0-1-0-1-1-2-1,14303957589.309124
326,220002-1-1,[2- 2- 0- 0- 0- 2- 1- 1],1-1-1-0-0-0-1-1-1,14300287980.157192
327,303033-2-3,[3- 0- 3- 0- 3- 3- 2- 3],2-1-0-1-0-1-1-2-3,14296994868.562
328,202222-0-2,[2- 0- 2- 2- 2- 2- 0- 2],1-1-0-1-1-1-1-0-2,14296416252.465374
329,111001-2-2,[1- 1- 1- 0- 0- 1- 2- 2],0-1-1-1-0-0-1-2-2,14296188638.83422
330,330033-1-2,[3- 3- 0- 0- 3- 3- 1- 2],2-1-1-0-0-1-1-1-2,14295179370.660547
331,030333-3-0,[0- 3- 0- 3- 3- 3- 3- 0],2-0-1-0-1-1-1-3-0,14292519212.868097
332,200220-2-2,[2- 0- 0- 2- 2- 0- 2- 2],1-1-0-0-1-1-0-2-2,14291383539.403316
333,222202-1-0,[2- 2- 2- 2- 0- 2- 1- 0],1-1-1-1-1-0-1-1-0,14290638235.968418
334,011110-2-2,[0- 1- 1- 1- 1- 0- 2- 2],0-0-1-1-1-1-0-2-2,14286606577.647774
335,202202-2-0,[2- 0- 2- 2- 0- 2- 2- 0],1-1-0-1-1-0-1-2-0,14286040353.194553
336,222020-2-2,[2- 2- 2- 0- 2- 0- 2- 2],1-1-1-1-0-1-0-2-2,14285956984.020395
337,003033-2-2,[0- 0- 3- 0- 3- 3- 2- 2],2-0-0-1-0-1-1-2-2,14284324323.942804
338,303033-3-1,[3- 0- 3- 0- 3- 3- 3- 1],2-1-0-1-0-1-1-3-1,14280037260.923885
339,222002-2-3,[2- 2- 2- 0- 0- 2- 2- 3],1-1-1-1-0-0-1-2-3,14279846165.091278
340,300333-1-2,[3- 0- 0- 3- 3- 3- 1- 2],2-1-0-0-1-1-1-1-2,14279834543.962461
341,000000-2-2,[0- 0- 0- 0- 0- 0- 2- 2],0-0-0-0-0-0-0-2-2,14279579637.861713
342,333330-2-2,[3- 3- 3- 3- 3- 0- 2- 2],2-1-1-1-1-1-0-2-2,14277267547.561563
343,300303-2-1,[3- 0- 0- 3- 0- 3- 2- 1],2-1-0-0-1-0-1-2-1,14273876912.698254
344,111010-2-2,[1- 1- 1- 0- 1- 0- 2- 2],0-1-1-1-0-1-0-2-2,14273078881.265907
345,011110-2-1,[0- 1- 1- 1- 1- 0- 2- 1],0-0-1-1-1-1-0-2-1,14269830705.125334
346,000333-2-1,[0- 0- 0- 3- 3- 3- 2- 1],2-0-0-0-1-1-1-2-1,14269691348.981152
347,030033-3-1,[0- 3- 0- 0- 3- 3- 3- 1],2-0-1-0-0-1-1-3-1,14268040547.340588
348,220202-3-3,[2- 2- 0- 2- 0- 2- 3- 3],1-1-1-0-1-0-1-3-3,14266157184.26175
349,220220-2-1,[2- 2- 0- 2- 2- 0- 2- 1],1-1-1-0-1-1-0-2-1,14265395340.980358
350,330033-2-3,[3- 3- 0- 0- 3- 3- 2- 3],2-1-1-0-0-1-1-2-3,14265133879.309156
351,333003-3-1,[3- 3- 3- 0- 0- 3- 3- 1],2-1-1-1-0-0-1-3-1,14250546721.719704
352,001111-2-1,[0- 0- 1- 1- 1- 1- 2- 1],0-0-0-1-1-1-1-2-1,14245824508.704857
353,202202-3-1,[2- 0- 2- 2- 0- 2- 3- 1],1-1-0-1-1-0-1-3-1,14243228862.561155
354,022202-2-3,[0- 2- 2- 2- 0- 2- 2- 3],1-0-1-1-1-0-1-2-3,14243043639.829536
355,003333-1-2,[0- 0- 3- 3- 3- 3- 1- 2],2-0-0-1-1-1-1-1-2,14241882148.724424
356,033033-3-0,[0- 3- 3- 0- 3- 3- 3- 0],2-0-1-1-0-1-1-3-0,14241274857.424738
357,202202-2-3,[2- 0- 2- 2- 0- 2- 2- 3],1-1-0-1-1-0-1-2-3,14230754073.296558
358,000222-1-2,[0- 0- 0- 2- 2- 2- 1- 2],1-0-0-0-1-1-1-1-2,14229519952.661894
359,111101-3-3,[1- 1- 1- 1- 0- 1- 3- 3],0-1-1-1-1-0-1-3-3,14229097956.624222
360,003303-2-2,[0- 0- 3- 3- 0- 3- 2- 2],2-0-0-1-1-0-1-2-2,14228998403.104395
361,022022-2-3,[0- 2- 2- 0- 2- 2- 2- 3],1-0-1-1-0-1-1-2-3,14224903298.149002
362,303033-3-2,[3- 0- 3- 0- 3- 3- 3- 2],2-1-0-1-0-1-1-3-2,14222973673.742565
363,100010-2-2,[1- 0- 0- 0- 1- 0- 2- 2],0-1-0-0-0-1-0-2-2,14221211251.030327
364,330003-2-2,[3- 3- 0- 0- 0- 3- 2- 2],2-1-1-0-0-0-1-2-2,14220014820.67648
365,030303-2-1,[0- 3- 0- 3- 0- 3- 2- 1],2-0-1-0-1-0-1-2-1,14218973206.18005
366,110110-2-2,[1- 1- 0- 1- 1- 0- 2- 2],0-1-1-0-1-1-0-2-2,14218693773.267982
367,303033-1-2,[3- 0- 3- 0- 3- 3- 1- 2],2-1-0-1-0-1-1-1-2,14214190935.650145
368,110011-2-1,[1- 1- 0- 0- 1- 1- 2- 1],0-1-1-0-0-1-1-2-1,14208845393.346601
369,300333-3-1,[3- 0- 0- 3- 3- 3- 3- 1],2-1-0-0-1-1-1-3-1,14206822988.402584
370,333003-2-3,[3- 3- 3- 0- 0- 3- 2- 3],2-1-1-1-0-0-1-2-3,14206427971.334806
371,200222-3-2,[2- 0- 0- 2- 2- 2- 3- 2],1-1-0-0-1-1-1-3-2,14205911997.324654
372,222200-2-2,[2- 2- 2- 2- 0- 0- 2- 2],1-1-1-1-1-0-0-2-2,14203506171.790598
373,003333-3-3,[0- 0- 3- 3- 3- 3- 3- 3],2-0-0-1-1-1-1-3-3,14202168087.170269
374,300303-2-2,[3- 0- 0- 3- 0- 3- 2- 2],2-1-0-0-1-0-1-2-2,14202140578.682291
375,333300-2-1,[3- 3- 3- 3- 0- 0- 2- 1],2-1-1-1-1-0-0-2-1,14198154398.719725
376,111010-2-1,[1- 1- 1- 0- 1- 0- 2- 1],0-1-1-1-0-1-0-2-1,14197836508.749464
377,111001-2-1,[1- 1- 1- 0- 0- 1- 2- 1],0-1-1-1-0-0-1-2-1,14195972939.595854
378,003333-3-2,[0- 0- 3- 3- 3- 3- 3- 2],2-0-0-1-1-1-1-3-2,14194886097.536465
379,303303-3-1,[3- 0- 3- 3- 0- 3- 3- 1],2-1-0-1-1-0-1-3-1,14193105094.852306
380,200002-2-1,[2- 0- 0- 0- 0- 2- 2- 1],1-1-0-0-0-0-1-2-1,14190985852.148647
381,111001-3-3,[1- 1- 1- 0- 0- 1- 3- 3],0-1-1-1-0-0-1-3-3,14190831898.749067
382,202022-3-1,[2- 0- 2- 0- 2- 2- 3- 1],1-1-0-1-0-1-1-3-1,14186701343.663267
383,330303-3-3,[3- 3- 0- 3- 0- 3- 3- 3],2-1-1-0-1-0-1-3-3,14186308664.680159
384,030303-2-2,[0- 3- 0- 3- 0- 3- 2- 2],2-0-1-0-1-0-1-2-2,14186213021.40504
385,200222-3-1,[2- 0- 0- 2- 2- 2- 3- 1],1-1-0-0-1-1-1-3-1,14184857884.760084
386,303303-1-2,[3- 0- 3- 3- 0- 3- 1- 2],2-1-0-1-1-0-1-1-2,14182765020.505796
387,111111-2-3,[1- 1- 1- 1- 1- 1- 2- 3],0-1-1-1-1-1-1-2-3,14182683468.059101
388,020022-3-1,[0- 2- 0- 0- 2- 2- 3- 1],1-0-1-0-0-1-1-3-1,14182364862.259834
389,000202-2-2,[0- 0- 0- 2- 0- 2- 2- 2],1-0-0-0-1-0-1-2-2,14182294810.107645
390,101101-2-2,[1- 0- 1- 1- 0- 1- 2- 2],0-1-0-1-1-0-1-2-2,14182106053.62466
391,330303-2-0,[3- 3- 0- 3- 0- 3- 2- 0],2-1-1-0-1-0-1-2-0,14180966919.170528
392,220022-3-3,[2- 2- 0- 0- 2- 2- 3- 3],1-1-1-0-0-1-1-3-3,14180450014.334915
393,111011-1-1,[1- 1- 1- 0- 1- 1- 1- 1],0-1-1-1-0-1-1-1-1,14179650545.889488
394,300333-2-0,[3- 0- 0- 3- 3- 3- 2- 0],2-1-0-0-1-1-1-2-0,14178388052.94392
395,020022-1-2,[0- 2- 0- 0- 2- 2- 1- 2],1-0-1-0-0-1-1-1-2,14176234908.702784
396,011010-2-2,[0- 1- 1- 0- 1- 0- 2- 2],0-0-1-1-0-1-0-2-2,14175844587.930706
397,033033-2-0,[0- 3- 3- 0- 3- 3- 2- 0],2-0-1-1-0-1-1-2-0,14174413257.7095
398,300333-1-1,[3- 0- 0- 3- 3- 3- 1- 1],2-1-0-0-1-1-1-1-1,14172422429.163494
399,020002-2-1,[0- 2- 0- 0- 0- 2- 2- 1],1-0-1-0-0-0-1-2-1,14172034464.65945
400,020002-2-2,[0- 2- 0- 0- 0- 2- 2- 2],1-0-1-0-0-0-1-2-2,14171606745.827816
401,220202-3-2,[2- 2- 0- 2- 0- 2- 3- 2],1-1-1-0-1-0-1-3-2,14169004431.410389
402,333003-1-2,[3- 3- 3- 0- 0- 3- 1- 2],2-1-1-1-0-0-1-1-2,14168981989.832972
403,333303-3-0,[3- 3- 3- 3- 0- 3- 3- 0],2-1-1-1-1-0-1-3-0,14168364271.183315
404,001100-2-2,[0- 0- 1- 1- 0- 0- 2- 2],0-0-0-1-1-0-0-2-2,14163609273.799904
405,033303-2-3,[0- 3- 3- 3- 0- 3- 2- 3],2-0-1-1-1-0-1-2-3,14161988544.949423
406,330003-1-1,[3- 3- 0- 0- 0- 3- 1- 1],2-1-1-0-0-0-1-1-1,14160701443.200819
407,011001-2-2,[0- 1- 1- 0- 0- 1- 2- 2],0-0-1-1-0-0-1-2-2,14160671845.398418
408,022002-3-2,[0- 2- 2- 0- 0- 2- 3- 2],1-0-1-1-0-0-1-3-2,14160312373.584766
409,101101-2-1,[1- 0- 1- 1- 0- 1- 2- 1],0-1-0-1-1-0-1-2-1,14158339426.617683
410,000220-2-2,[0- 0- 0- 2- 2- 0- 2- 2],1-0-0-0-1-1-0-2-2,14155442550.030146
411,110011-2-2,[1- 1- 0- 0- 1- 1- 2- 2],0-1-1-0-0-1-1-2-2,14152120689.057213
412,001111-2-2,[0- 0- 1- 1- 1- 1- 2- 2],0-0-0-1-1-1-1-2-2,14148241359.489422
413,002222-2-3,[0- 0- 2- 2- 2- 2- 2- 3],1-0-0-1-1-1-1-2-3,14147675953.305088
414,001110-2-1,[0- 0- 1- 1- 1- 0- 2- 1],0-0-0-1-1-1-0-2-1,14146817396.584255
415,222220-1-1,[2- 2- 2- 2- 2- 0- 1- 1],1-1-1-1-1-1-0-1-1,14144607881.434872
416,220202-2-3,[2- 2- 0- 2- 0- 2- 2- 3],1-1-1-0-1-0-1-2-3,14141500582.462547
417,200222-3-3,[2- 0- 0- 2- 2- 2- 3- 3],1-1-0-0-1-1-1-3-3,14141071660.396414
418,022222-1-0,[0- 2- 2- 2- 2- 2- 1- 0],1-0-1-1-1-1-1-1-0,14140949457.902744
419,020220-2-2,[0- 2- 0- 2- 2- 0- 2- 2],1-0-1-0-1-1-0-2-2,14140162928.491707
420,111111-3-3,[1- 1- 1- 1- 1- 1- 3- 3],0-1-1-1-1-1-1-3-3,14139910735.247814
421,333303-1-0,[3- 3- 3- 3- 0- 3- 1- 0],2-1-1-1-1-0-1-1-0,14132759142.955868
422,333330-2-1,[3- 3- 3- 3- 3- 0- 2- 1],2-1-1-1-1-1-0-2-1,14132409771.489025
423,000033-2-2,[0- 0- 0- 0- 3- 3- 2- 2],2-0-0-0-0-1-1-2-2,14132081536.152779
424,002002-2-2,[0- 0- 2- 0- 0- 2- 2- 2],1-0-0-1-0-0-1-2-2,14128473027.205423
425,202022-3-2,[2- 0- 2- 0- 2- 2- 3- 2],1-1-0-1-0-1-1-3-2,14127987379.184502
426,303303-2-0,[3- 0- 3- 3- 0- 3- 2- 0],2-1-0-1-1-0-1-2-0,14127633368.009136
427,030333-2-0,[0- 3- 0- 3- 3- 3- 2- 0],2-0-1-0-1-1-1-2-0,14124433465.933468
428,222220-1-2,[2- 2- 2- 2- 2- 0- 1- 2],1-1-1-1-1-1-0-1-2,14121903982.97006
429,003303-2-1,[0- 0- 3- 3- 0- 3- 2- 1],2-0-0-1-1-0-1-2-1,14121783366.286312
430,333300-2-2,[3- 3- 3- 3- 0- 0- 2- 2],2-1-1-1-1-0-0-2-2,14116252089.618523
431,111011-3-3,[1- 1- 1- 0- 1- 1- 3- 3],0-1-1-1-0-1-1-3-3,14115899222.580757
432,000100-2-2,[0- 0- 0- 1- 0- 0- 2- 2],0-0-0-0-1-0-0-2-2,14113049762.436169
433,033003-2-1,[0- 3- 3- 0- 0- 3- 2- 1],2-0-1-1-0-0-1-2-1,14109684179.778606
434,111011-1-2,[1- 1- 1- 0- 1- 1- 1- 2],0-1-1-1-0-1-1-1-2,14106811652.421444
435,330033-3-3,[3- 3- 0- 0- 3- 3- 3- 3],2-1-1-0-0-1-1-3-3,14105965786.334852
436,303033-3-3,[3- 0- 3- 0- 3- 3- 3- 3],2-1-0-1-0-1-1-3-3,14102638262.938557
437,101111-1-2,[1- 0- 1- 1- 1- 1- 1- 2],0-1-0-1-1-1-1-1-2,14098758103.210217
438,002220-2-1,[0- 0- 2- 2- 2- 0- 2- 1],1-0-0-1-1-1-0-2-1,14097579780.135078
439,200002-2-2,[2- 0- 0- 0- 0- 2- 2- 2],1-1-0-0-0-0-1-2-2,14095661972.624369
440,001101-2-2,[0- 0- 1- 1- 0- 1- 2- 2],0-0-0-1-1-0-1-2-2,14093724283.458307
441,101011-2-2,[1- 0- 1- 0- 1- 1- 2- 2],0-1-0-1-0-1-1-2-2,14091188687.277248
442,300003-2-1,[3- 0- 0- 0- 0- 3- 2- 1],2-1-0-0-0-0-1-2-1,14088397413.75662
443,033033-2-3,[0- 3- 3- 0- 3- 3- 2- 3],2-0-1-1-0-1-1-2-3,14087827503.154509
444,303033-3-0,[3- 0- 3- 0- 3- 3- 3- 0],2-1-0-1-0-1-1-3-0,14083053182.444044
445,202022-2-3,[2- 0- 2- 0- 2- 2- 2- 3],1-1-0-1-0-1-1-2-3,14080993119.866283
446,001110-1-2,[0- 0- 1- 1- 1- 0- 1- 2],0-0-0-1-1-1-0-1-2,14080509197.881283
447,101011-2-1,[1- 0- 1- 0- 1- 1- 2- 1],0-1-0-1-0-1-1-2-1,14079986762.462883
448,022022-3-3,[0- 2- 2- 0- 2- 2- 3- 3],1-0-1-1-0-1-1-3-3,14078813467.452744
449,111111-3-2,[1- 1- 1- 1- 1- 1- 3- 2],0-1-1-1-1-1-1-3-2,14078514916.290493
450,330303-3-2,[3- 3- 0- 3- 0- 3- 3- 2],2-1-1-0-1-0-1-3-2,14077700942.0649
451,303333-1-3,[3- 0- 3- 3- 3- 3- 1- 3],2-1-0-1-1-1-1-1-3,14071843781.510586
452,101010-2-2,[1- 0- 1- 0- 1- 0- 2- 2],0-1-0-1-0-1-0-2-2,14069431247.999506
453,110010-2-2,[1- 1- 0- 0- 1- 0- 2- 2],0-1-1-0-0-1-0-2-2,14067236038.174755
454,100111-2-2,[1- 0- 0- 1- 1- 1- 2- 2],0-1-0-0-1-1-1-2-2,14067128559.149883
455,330303-1-2,[3- 3- 0- 3- 0- 3- 1- 2],2-1-1-0-1-0-1-1-2,14064484427.304377
456,111111-3-1,[1- 1- 1- 1- 1- 1- 3- 1],0-1-1-1-1-1-1-3-1,14064445171.791256
457,100111-2-1,[1- 0- 0- 1- 1- 1- 2- 1],0-1-0-0-1-1-1-2-1,14062694329.606773
458,033303-1-1,[0- 3- 3- 3- 0- 3- 1- 1],2-0-1-1-1-0-1-1-1,14060186246.934902
459,003333-3-1,[0- 0- 3- 3- 3- 3- 3- 1],2-0-0-1-1-1-1-3-1,14059707215.168789
460,002022-1-2,[0- 0- 2- 0- 2- 2- 1- 2],1-0-0-1-0-1-1-1-2,14059260636.490202
461,030033-3-2,[0- 3- 0- 0- 3- 3- 3- 2],2-0-1-0-0-1-1-3-2,14058653092.415245
462,330303-2-3,[3- 3- 0- 3- 0- 3- 2- 3],2-1-1-0-1-0-1-2-3,14057072375.083906
463,020022-3-2,[0- 2- 0- 0- 2- 2- 3- 2],1-0-1-0-0-1-1-3-2,14056901285.349781
464,022222-1-3,[0- 2- 2- 2- 2- 2- 1- 3],1-0-1-1-1-1-1-1-3,14055187294.610668
465,022202-3-0,[0- 2- 2- 2- 0- 2- 3- 0],1-0-1-1-1-0-1-3-0,14054522415.630322
466,303330-2-1,[3- 0- 3- 3- 3- 0- 2- 1],2-1-0-1-1-1-0-2-1,14053493234.55085
467,033033-3-3,[0- 3- 3- 0- 3- 3- 3- 3],2-0-1-1-0-1-1-3-3,14050290055.371122
468,010110-2-2,[0- 1- 0- 1- 1- 0- 2- 2],0-0-1-0-1-1-0-2-2,14046390489.854717
469,220202-3-1,[2- 2- 0- 2- 0- 2- 3- 1],1-1-1-0-1-0-1-3-1,14045338673.013468
470,030333-1-2,[0- 3- 0- 3- 3- 3- 1- 2],2-0-1-0-1-1-1-1-2,14044007268.94839
471,003333-1-1,[0- 0- 3- 3- 3- 3- 1- 1],2-0-0-1-1-1-1-1-1,14043883491.426174
